Year,FirstBattingTeamName,SecondBattingTeamName,MatchName,MatchDateNew,Commentss,1Summary,2Summary
2017,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,22-Apr-17,Mumbai Indians won by 14 runs,142/8 (20 Overs),128/7 (20 Overs)
2017,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant VS Sunrisers Hyderabad,22-Apr-17,Rising Pune Supergiant won by 6 wickets,176/3 (20 Overs),179/4 (20 Overs)
2017,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders VS Gujarat Lions,21-Apr-17,Gujarat Lions won by 4 wickets,187/5 (20 Overs),188/6 (18.2 Overs)
2017,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,20-Apr-17,Mumbai Indians won by 8 wickets,198/4 (20 Overs),199/2 (15.3 Overs)
2017,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad VS Delhi Capitals,19-Apr-17,Sunrisers Hyderabad won by 15 runs,191/4 (20 Overs),176/5 (20 Overs)
2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions VS Royal Challengers Bangalore,18-Apr-17,Royal Challengers Bangalore won by 21 runs,213/2 (20 Overs),192/7 (20 Overs)
2017,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad VS Punjab Kings,17-Apr-17,Sunrisers Hyderabad won by 5 runs,159/6 (20 Overs),154/10 (19.4 Overs)
2017,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals VS Kolkata Knight Riders,17-Apr-17,Kolkata Knight Riders won by 4 wickets,168/7 (20 Overs),169/6 (19.5 Overs)
2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore VS Rising Pune Supergiant,16-Apr-17,Rising Pune Supergiant won by 27 runs,161/8 (20 Overs),134/9 (20 Overs)
2017,Gujarat Lions,Mumbai Indians,Mumbai Indians VS Gujarat Lions,16-Apr-17,Mumbai Indians won by 6 wickets,176/4 (20 Overs),177/4 (19.3 Overs)
2017,Delhi Capitals,Punjab Kings,Delhi Capitals VS Punjab Kings,15-Apr-17,Delhi Capitals won by 51 runs,188/6 (20 Overs),137/9 (20 Overs)
2017,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders VS Sunrisers Hyderabad,15-Apr-17,Kolkata Knight Riders won by 17 runs,172/6 (20 Overs),155/6 (20 Overs)
2017,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions VS Rising Pune Supergiant,14-Apr-17,Gujarat Lions won by 7 wickets,171/8 (20 Overs),172/3 (18 Overs)
2017,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore VS Mumbai Indians,14-Apr-17,Mumbai Indians won by 4 wickets,142/5 (20 Overs),145/6 (18.5 Overs)
2017,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Punjab Kings,13-Apr-17,Kolkata Knight Riders won by 8 wickets,170/9 (20 Overs),171/2 (16.3 Overs)
2017,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians VS Sunrisers Hyderabad,12-Apr-17,Mumbai Indians won by 4 wickets,158/8 (20 Overs),159/6 (18.4 Overs)
2017,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant VS Delhi Capitals,11-Apr-17,Delhi Capitals won by 97 runs,205/4 (20 Overs),108/10 (16.1 Overs)
2017,Royal Challengers Bangalore,Punjab Kings,Punjab Kings VS Royal Challengers Bangalore,10-Apr-17,Punjab Kings won by 8 wickets,148/4 (20 Overs),150/2 (14.3 Overs)
2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians VS Kolkata Knight Riders,9-Apr-17,Mumbai Indians won by 4 wickets,178/7 (20 Overs),180/6 (19.5 Overs)
2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad VS Gujarat Lions,9-Apr-17,Sunrisers Hyderabad won by 9 wickets,135/7 (20 Overs),140/1 (15.3 Overs)
2017,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore VS Delhi Capitals,8-Apr-17,Royal Challengers Bangalore won by 15 runs,157/8 (20 Overs),142/9 (20 Overs)
2017,Rising Pune Supergiant,Punjab Kings,Punjab Kings VS Rising Pune Supergiant,8-Apr-17,Punjab Kings won by 6 wickets,163/6 (20 Overs),164/4 (19 Overs)
2017,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions VS Kolkata Knight Riders,7-Apr-17,Kolkata Knight Riders won by 10 wickets,183/4 (20 Overs),184/0 (14.5 Overs)
2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant VS Mumbai Indians,6-Apr-17,Rising Pune Supergiant won by 7 wickets,184/8 (20 Overs),187/3 (19.5 Overs)
2017,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad VS Royal Challengers Bangalore,5-Apr-17,Sunrisers Hyderabad won by 35 runs,207/4 (20 Overs),172/10 (19.4 Overs)
2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore VS Sunrisers Hyderabad,29-May-16,Sunrisers Hyderabad won by 8 runs,208/7 (20 Overs),200/7 (20 Overs)
2016,Gujarat Lions,Sunrisers Hyderabad,Gujarat Lions VS Sunrisers Hyderabad,27-May-16,Sunrisers Hyderabad won by 4 wickets,162/7 (20 Overs),163/6 (19.2 Overs)
2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,25-May-16,Sunrisers Hyderabad won by 22 runs,162/8 (20 Overs),140/8 (20 Overs)
2016,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions VS Royal Challengers Bangalore,24-May-16,Royal Challengers Bangalore won by 4 wickets,158/10 (20 Overs),159/6 (18.2 Overs)
2016,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals VS Royal Challengers Bangalore,22-May-16,Royal Challengers Bangalore won by 6 wickets,138/8 (20 Overs),139/4 (18.1 Overs)
2016,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders VS Sunrisers Hyderabad,22-May-16,Kolkata Knight Riders won by 22 runs,171/6 (20 Overs),149/8 (20 Overs)
2016,Mumbai Indians,Gujarat Lions,Gujarat Lions VS Mumbai Indians,21-May-16,Gujarat Lions won by 6 wickets,172/8 (20 Overs),173/4 (17.5 Overs)
2016,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant VS Punjab Kings,21-May-16,Rising Pune Supergiant won by 4 wickets,172/7 (20 Overs),173/6 (20 Overs)
2016,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals VS Sunrisers Hyderabad,20-May-16,Delhi Capitals won by 6 wickets,158/7 (20 Overs),161/4 (20 Overs)
2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions VS Kolkata Knight Riders,19-May-16,Gujarat Lions won by 6 wickets,124/8 (20 Overs),125/4 (13.3 Overs)
2016,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore VS Punjab Kings,18-May-16,Royal Challengers Bangalore won by 82 runs (D/L Method),211/3 (15 Overs),120/9 (14 Overs)
2016,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant VS Delhi Capitals,17-May-16,Rising Pune Supergiants won by 19 runs (D/L Method),121/6 (20 Overs),76/1 (11 Overs)
2016,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders VS Royal Challengers Bangalore,16-May-16,Royal Challengers Bangalore won by 9 wickets,183/5 (20 Overs),186/1 (18.4 Overs)
2016,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,15-May-16,Mumbai Indians won by 80 runs,206/4 (20 Overs),126/10 (19.1 Overs)
2016,Punjab Kings,Sunrisers Hyderabad,Punjab Kings VS Sunrisers Hyderabad,15-May-16,Sunrisers Hyderabad won by 7 wickets,179/4 (20 Overs),180/3 (19.4 Overs)
2016,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders VS Rising Pune Supergiant,14-May-16,Kolkata Knight Riders won by 8 wickets (D/L Method),103/6 (17.4 Overs),66/2 (5 Overs)
2016,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore VS Gujarat Lions,14-May-16,Royal Challengers Bangalore won by 144 runs,248/3 (20 Overs),104/10 (18.4 Overs)
2016,Mumbai Indians,Punjab Kings,Mumbai Indians VS Punjab Kings,13-May-16,Punjab Kings won by 7 wickets,124/9 (20 Overs),127/3 (17 Overs)
2016,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad VS Delhi Capitals,12-May-16,Delhi Capitals won by 7 wickets,146/8 (20 Overs),150/3 (18.1 Overs)
2016,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore VS Mumbai Indians,11-May-16,Mumbai Indians won by 6 wickets,151/4 (20 Overs),153/4 (18.4 Overs)
2016,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant VS Sunrisers Hyderabad,10-May-16,Sunrisers Hyderabad won by 4 runs,137/8 (20 Overs),133/8 (20 Overs)
2016,Royal Challengers Bangalore,Punjab Kings,Punjab Kings VS Royal Challengers Bangalore,9-May-16,Royal Challengers Bangalore won by 1 run,175/6 (20 Overs),174/4 (20 Overs)
2016,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders VS Gujarat Lions,8-May-16,Gujarat Lions won by 5 wickets,158/4 (20 Overs),164/5 (18 Overs)
2016,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians VS Sunrisers Hyderabad,8-May-16,Sunrisers Hyderabad won by 85 runs,177/3 (20 Overs),92/10 (16.3 Overs)
2016,Punjab Kings,Delhi Capitals,Punjab Kings VS Delhi Capitals,7-May-16,Punjab Kings won by 9 runs,181/5 (20 Overs),172/5 (20 Overs)
2016,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore VS Rising Pune Supergiant,7-May-16,Royal Challengers Bangalore won by 7 wickets,191/6 (20 Overs),195/3 (19.3 Overs)
2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad VS Gujarat Lions,6-May-16,Sunrisers Hyderabad won by 5 wickets,126/6 (20 Overs),129/5 (19 Overs)
2016,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals VS Rising Pune Supergiant,5-May-16,Rising Pune Supergiant won by 7 wickets,162/7 (20 Overs),166/3 (19.1 Overs)
2016,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders VS Punjab Kings,4-May-16,Kolkata Knight Riders won by 7 runs,164/3 (20 Overs),157/9 (20 Overs)
2016,Gujarat Lions,Delhi Capitals,Gujarat Lions VS Delhi Capitals,3-May-16,Delhi Capitals won by 8 wickets,149/7 (20 Overs),150/2 (17.2 Overs)
2016,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore VS Kolkata Knight Riders,2-May-16,Kolkata Knight Riders won by 5 wickets,185/7 (20 Overs),189/5 (19.1 Overs)
2016,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant VS Mumbai Indians,1-May-16,Mumbai Indians won by 8 wickets,159/5 (20 Overs),161/2 (18.3 Overs)
2016,Punjab Kings,Gujarat Lions,Gujarat Lions VS Punjab Kings,1-May-16,Punjab Kings won by 23 runs,154/10 (19.5 Overs),131/9 (20 Overs)
2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad VS Royal Challengers Bangalore,30-Apr-16,Sunrisers Hyderabad won by 15 runs,194/5 (20 Overs),179/6 (20 Overs)
2016,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals VS Kolkata Knight Riders,30-Apr-16,Delhi Capitals won by 27 runs,186/8 (20 Overs),159/10 (18.3 Overs)
2016,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant VS Gujarat Lions,29-Apr-16,Gujarat Lions won by 3 wickets,195/3 (20 Overs),196/7 (20 Overs)
2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians VS Kolkata Knight Riders,28-Apr-16,Mumbai Indians won by 6 wickets,174/5 (20 Overs),178/4 (18 Overs)
2016,Gujarat Lions,Delhi Capitals,Delhi Capitals VS Gujarat Lions,27-Apr-16,Gujarat Lions won by 1 run,172/6 (20 Overs),171/5 (20 Overs)
2016,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad VS Rising Pune Supergiant,26-Apr-16,Rising Pune Supergiants won by 34 runs (D/L method),118/8 (20 Overs),94/3 (11 Overs)
2016,Mumbai Indians,Punjab Kings,Punjab Kings VS Mumbai Indians,25-Apr-16,Mumbai Indians won by 25 runs,189/6 (20 Overs),164/7 (20 Overs)
2016,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant VS Kolkata Knight Riders,24-Apr-16,Kolkata Knight Riders won by 2 wickets,160/5 (20 Overs),162/8 (19.3 Overs)
2016,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions VS Royal Challengers Bangalore,24-Apr-16,Gujarat Lions won by 6 wickets,180/2 (20 Overs),182/4 (19.3 Overs)
2016,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad VS Punjab Kings,23-Apr-16,Sunrisers Hyderabad won by 5 wickets,143/6 (20 Overs),146/5 (17.5 Overs)
2016,Delhi Capitals,Mumbai Indians,Delhi Capitals VS Mumbai Indians,23-Apr-16,Delhi Capitals won by 10 runs,164/4 (20 Overs),154/7 (20 Overs)
2016,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant VS Royal Challengers Bangalore,22-Apr-16,Royal Challengers Bangalore won by 13 runs,185/3 (20 Overs),172/8 (20 Overs)
2016,Gujarat Lions,Sunrisers Hyderabad,Gujarat Lions VS Sunrisers Hyderabad,21-Apr-16,Sunrisers Hyderabad won by 10 wickets,135/8 (20 Overs),137/0 (14.5 Overs)
2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians VS Royal Challengers Bangalore,20-Apr-16,Mumbai Indians won by 6 wickets,170/7 (20 Overs),171/4 (18 Overs)
2016,Punjab Kings,Kolkata Knight Riders,Punjab Kings VS Kolkata Knight Riders,19-Apr-16,Kolkata Knight Riders won by 6 wickets,138/8 (20 Overs),141/4 (17.1 Overs)
2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad VS Mumbai Indians,18-Apr-16,Sunrisers Hyderabad won by 7 wickets,142/6 (20 Overs),145/3 (17.3 Overs)
2016,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore VS Delhi Capitals,17-Apr-16,Delhi Capitals won by 7 wickets,191/5 (20 Overs),192/3 (19.1 Overs)
2016,Rising Pune Supergiant,Punjab Kings,Punjab Kings VS Rising Pune Supergiant,17-Apr-16,Punjab Kings won by 6 wickets,152/7 (20 Overs),153/4 (18.4 Overs)
2016,Mumbai Indians,Gujarat Lions,Mumbai Indians VS Gujarat Lions,16-Apr-16,Gujarat Lions won by 3 wickets,143/8 (20 Overs),147/7 (20 Overs)
2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,16-Apr-16,Kolkata Knight Riders won by 8 wickets,142/7 (20 Overs),146/2 (18.2 Overs)
2016,Punjab Kings,Delhi Capitals,Delhi Capitals VS Punjab Kings,15-Apr-16,Delhi Capitals won by 8 wickets,111/9 (20 Overs),113/2 (13.3 Overs)
2016,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions VS Rising Pune Supergiant,14-Apr-16,Gujarat Lions won by 7 wickets,163/5 (20 Overs),164/3 (18 Overs)
2016,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders VS Mumbai Indians,13-Apr-16,Mumbai Indians won by 6 wickets,187/5 (20 Overs),188/4 (19.1 Overs)
2016,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore VS Sunrisers Hyderabad,12-Apr-16,Royal Challengers Bangalore won by 45 runs,227/4 (20 Overs),182/6 (20 Overs)
2016,Punjab Kings,Gujarat Lions,Punjab Kings VS Gujarat Lions,11-Apr-16,Gujarat Lions won by 5 wickets,161/6 (20 Overs),162/5 (17.4 Overs)
2016,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders VS Delhi Capitals,10-Apr-16,Kolkata Knight Riders won by 9 wickets,98/10 (17.4 Overs),99/1 (14.1 Overs)
2016,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians VS Rising Pune Supergiant,9-Apr-16,Rising Pune Supergiant won by 9 wickets,121/8 (20 Overs),126/1 (14.4 Overs)
2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians VS Chennai Super Kings,24-May-15,Mumbai Indians won by 41 runs,202/5 (20 Overs),161/8 (20 Overs)
2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings VS Royal Challengers Bangalore,22-May-15,Chennai Super Kings won by 3 wickets,139/8 (20 Overs),140/7 (19.5 Overs)
2015,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore VS Rajasthan Royals,20-May-15,Royal Challengers Bangalore won by 71 runs,180/4 (20 Overs),109/10 (19 Overs)
2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings VS Mumbai Indians,19-May-15,Mumbai Indians won by 25 runs,187/6 (20 Overs),162/10 (19 Overs)
2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad VS Mumbai Indians,17-May-15,Mumbai Indians won by 9 wickets,113/10 (20 Overs),114/1 (13.5 Overs)
2015,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Delhi Capitals,17-May-15,No result,187/5 (20 Overs),2/0 (1.1 Overs)
2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,16-May-15,Rajasthan Royals won by 9 runs,199/6 (20 Overs),190/9 (20 Overs)
2015,Punjab Kings,Chennai Super Kings,Punjab Kings VS Chennai Super Kings,16-May-15,Chennai Super Kings won by 7 wickets,130/7 (20 Overs),134/3 (16.5 Overs)
2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad VS Royal Challengers Bangalore,15-May-15,Royal Challengers Bangalore won by 6 wickets (D/L method),135/3 (11 Overs),83/4 (5.5 Overs)
2015,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians VS Kolkata Knight Riders,14-May-15,Mumbai Indians won by 5 runs,171/4 (20 Overs),166/7 (20 Overs)
2015,Punjab Kings,Royal Challengers Bangalore,Punjab Kings VS Royal Challengers Bangalore,13-May-15,Punjab Kings won by 22 runs,106/6 (10 Overs),84/6 (10 Overs)
2015,Chennai Super Kings,Delhi Capitals,Delhi Capitals VS Chennai Super Kings,12-May-15,Delhi Capitals won by 6 wickets,119/6 (20 Overs),120/4 (16.4 Overs)
2015,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad VS Punjab Kings,11-May-15,Sunrisers Hyderabad won by 5 runs,185/5 (20 Overs),180/7 (20 Overs)
2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings VS Rajasthan Royals,10-May-15,Chennai Super Kings won by 12 runs,157/5 (20 Overs),145/9 (20 Overs)
2015,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians VS Royal Challengers Bangalore,10-May-15,Royal Challengers Bangalore won by 39 runs,235/1 (20 Overs),196/7 (20 Overs)
2015,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals VS Sunrisers Hyderabad,9-May-15,Sunrisers Hyderabad won by 6 runs,163/4 (20 Overs),157/4 (20 Overs)
2015,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Punjab Kings,9-May-15,Kolkata Knight Riders won by 1 wicket,183/5 (20 Overs),184/9 (19.5 Overs)
2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings VS Mumbai Indians,8-May-15,Mumbai Indians won by 6 wickets,158/5 (20 Overs),159/4 (19.2 Overs)
2015,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders VS Delhi Capitals,7-May-15,Kolkata Knight Riders won by 13 runs,171/7 (20 Overs),158/6 (20 Overs)
2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals VS Sunrisers Hyderabad,7-May-15,Sunrisers Hyderabad won by 7 runs,201/4 (20 Overs),194/7 (20 Overs)
2015,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore VS Punjab Kings,6-May-15,Royal Challengers Bangalore won by 138 runs,226/3 (20 Overs),88/10 (13.4 Overs)
2015,Delhi Capitals,Mumbai Indians,Mumbai Indians VS Delhi Capitals,5-May-15,Mumbai Indians won by 5 wickets,152/6 (20 Overs),153/5 (19.3 Overs)
2015,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders VS Sunrisers Hyderabad,4-May-15,Kolkata Knight Riders won by 35 runs,167/7 (20 Overs),132/9 (20 Overs)
2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings VS Royal Challengers Bangalore,4-May-15,Chennai Super Kings won by 24 runs,148/9 (20 Overs),124/10 (19.4 Overs)
2015,Rajasthan Royals,Delhi Capitals,Rajasthan Royals VS Delhi Capitals,3-May-15,Rajasthan Royals won by 14 runs,189/2 (20 Overs),175/7 (20 Overs)
2015,Mumbai Indians,Punjab Kings,Punjab Kings VS Mumbai Indians,3-May-15,Mumbai Indians won by 23 runs,172/3 (20 Overs),149/7 (20 Overs)
2015,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad VS Chennai Super Kings,2-May-15,Sunrisers Hyderabad won by 22 runs,192/7 (20 Overs),170/6 (20 Overs)
2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,2-May-15,Royal Challengers Bangalore won by 7 wickets,111/4 (10 Overs),115/3 (9.4 Overs)
2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians VS Rajasthan Royals,1-May-15,Mumbai Indians won by 8 runs,187/5 (20 Overs),179/7 (20 Overs)
2015,Punjab Kings,Delhi Capitals,Delhi Capitals VS Punjab Kings,1-May-15,Delhi Capitals won by 9 wickets,118/8 (20 Overs),119/1 (13.5 Overs)
2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Chennai Super Kings,30-Apr-15,Kolkata Knight Riders won by 7 wickets,165/9 (20 Overs),169/3 (19.5 Overs)
2015,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore VS Rajasthan Royals,29-Apr-15,No Result,200/7 (20 Overs),
2015,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings VS Kolkata Knight Riders,28-Apr-15,Chennai Super Kings won by 2 runs,134/6 (20 Overs),132/9 (20 Overs)
2015,Sunrisers Hyderabad,Punjab Kings,Punjab Kings VS Sunrisers Hyderabad,27-Apr-15,Sunrisers Hyderabad won by 20 runs,150/6 (20 Overs),130/9 (20 Overs)
2015,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals VS Royal Challengers Bangalore,26-Apr-15,Royal Challengers Bangalore won by 10 wickets,95/10 (18.2 Overs),99/0 (10.3 Overs)
2015,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders VS Rajasthan Royals,26-Apr-15,Match abandoned without a ball bowled,,
2015,Chennai Super Kings,Punjab Kings,Chennai Super Kings VS Punjab Kings,25-Apr-15,Chennai Super Kings won by 97 runs,192/3 (20 Overs),95/9 (20 Overs)
2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians VS Sunrisers Hyderabad,25-Apr-15,Mumbai Indians won by 20 runs,157/8 (20 Overs),137/8 (20 Overs)
2015,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals VS Royal Challengers Bangalore,24-Apr-15,Royal Challengers Bangalore won by 9 wickets,130/9 (20 Overs),134/1 (16.1 Overs)
2015,Delhi Capitals,Mumbai Indians,Delhi Capitals VS Mumbai Indians,23-Apr-15,Delhi Capitals won by 37 runs,190/4 (20 Overs),153/9 (20 Overs)
2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Chennai Super Kings,22-Apr-15,Chennai Super Kings won by 27 runs,181/8 (20 Overs),154/8 (20 Overs)
2015,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad VS Kolkata Knight Riders,22-Apr-15,Sunrisers Hyderabad won by 16 runs (D/L Method),176/4 (20 Overs),101/4 (12 Overs)
2015,Rajasthan Royals,Punjab Kings,Rajasthan Royals VS Punjab Kings,21-Apr-15,Match Tied (Kings XI Punjab won Super Over),191/6 (20 Overs),191/6 (20 Overs)
2015,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals VS Kolkata Knight Riders,20-Apr-15,Kolkata Knight Riders won by 6 wickets,146/8 (20 Overs),147/4 (18.1 Overs)
2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore VS Mumbai Indians,19-Apr-15,Mumbai Indians won by 18 runs,209/7 (20 Overs),191/7 (20 Overs)
2015,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals VS Chennai Super Kings,19-Apr-15,Rajasthan Royals won by 8 wickets,156/4 (20 Overs),157/2 (18.2 Overs)
2015,Punjab Kings,Kolkata Knight Riders,Punjab Kings VS Kolkata Knight Riders,18-Apr-15,Kolkata Knight Riders won by 4 wickets,155/9 (20 Overs),159/6 (17.5 Overs)
2015,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad VS Delhi Capitals,18-Apr-15,Delhi Capitals won by 4 runs,167/4 (20 Overs),163/8 (20 Overs)
2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians VS Chennai Super Kings,17-Apr-15,Chennai Super Kings won by 6 wickets,183/7 (20 Overs),189/4 (16.4 Overs)
2015,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad VS Rajasthan Royals,16-Apr-15,Rajasthan Royals won by 6 wickets,127/5 (20 Overs),131/4 (20 Overs)
2015,Punjab Kings,Delhi Capitals,Punjab Kings VS Delhi Capitals,15-Apr-15,Delhi Capitals won by 5 wickets,165/7 (20 Overs),169/5 (19.5 Overs)
2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals VS Mumbai Indians,14-Apr-15,Rajasthan Royals won by 7 wickets,164/5 (20 Overs),165/3 (19.1 Overs)
2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore VS Sunrisers Hyderabad,13-Apr-15,Sunrisers Hyderabad won by 8 wickets,166/10 (19.5 Overs),172/2 (17.2 Overs)
2015,Punjab Kings,Mumbai Indians,Mumbai Indians VS Punjab Kings,12-Apr-15,Punjab Kings won by 18 runs,177/5 (20 Overs),159/7 (20 Overs)
2015,Delhi Capitals,Rajasthan Royals,Delhi Capitals VS Rajasthan Royals,12-Apr-15,Rajasthan Royals won by 3 wickets,184/3 (20 Overs),186/7 (20 Overs)
2015,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders VS Royal Challengers Bangalore,11-Apr-15,Royal Challengers Bangalore won by 3 wickets,177/6 (20 Overs),179/7 (19 Overs)
2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings VS Sunrisers Hyderabad,11-Apr-15,Chennai Super Kings won by 45 runs,209/4 (20 Overs),164/6 (20 Overs)
2015,Rajasthan Royals,Punjab Kings,Punjab Kings VS Rajasthan Royals,10-Apr-15,Rajasthan Royals won by 26 runs,162/7 (20 Overs),136/8 (20 Overs)
2015,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,9-Apr-15,Chennai Super Kings won by 1 run,150/7 (20 Overs),149/9 (20 Overs)
2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders VS Mumbai Indians,8-Apr-15,Kolkata Knight Riders won by 7 wickets,168/3 (20 Overs),170/3 (18.3 Overs)
